id,title,featuredLevel,publishDate,price,numBedrooms,numBathrooms,propertyType,category,propertySize,longitude,latitude,sellerId,seller_name,seller_branch,sellerType,m_totalImages,m_hasVideo,m_hasVirtualTour,m_hasBrochure,ber_rating,AMV_price
3556548,"Achonry, Tubbercurry, Co. Sligo",standard,2022-02-07,40000,2,1,Detached,Buy,90.0,-8.679656,54.064256,3033,Gerard Hanley MIPAV REV MMCEPI,Sherry FitzGerald Hanley,BRANDED_AGENT,14.0,False,False,False,XXX,0
3551866,"Stoneparks, Ballymote, Co. Sligo",standard,2022-02-07,82500,2,1,Semi-D,Buy,119.0,-8.517341,54.090454,3253,Matthew Scanlon,E & M Scanlon Auctioneers & Estate Agents Ltd,UNBRANDED_AGENT,17.0,False,False,False,G,0
3549723,"11 Pearse Crescent, Sligo, Co. Sligo",standard,2022-02-04,220000,5,2,Semi-D,Buy,164.0,-8.465844,54.260256,1333,Mark Mulholland,Property Partners Mulholland,UNBRANDED_AGENT,17.0,False,False,False,F,0
3535459,"Greyfield, Culfadda, Culfadda, Co. Sligo",standard,2021-12-07,170000,4,1,Detached,Buy,104.0,-8.492573,54.026056,936,Cian Smith MIPAV,Smith Kelly Scott Auctioneers,BRANDED_AGENT,11.0,False,False,False,D2,0
3527692,"Seafields Kileenduff Easkey, Easkey, Co. Sligo",standard,2022-01-26,1850000,7,6,Detached,Buy,492.0,-8.943022107768002,54.283864747630616,1209728,Alexandra Love,private,PRIVATE_USER,34.0,False,False,False,SI_666,0
3523926,"Garryduff, Templeboy, Co. Sligo",standard,2022-02-07,270000,5,3,Detached,Buy,181.0,-8.770793,54.259338,2823,Niall Draper,Sherry FitzGerald Draper,BRANDED_AGENT,28.0,True,False,False,C3,0
3510946,"Eagle Heights B&B, Muckduff, Enniscrone, Co. Sligo",standard,2022-02-07,465000,12,10,Detached,Buy,311.0,-9.098371,54.208145,1603,Karl Fox,Fox & Gallagher,UNBRANDED_AGENT,29.0,False,False,False,XXX,0
3508898,"Quarryfield, Bunnanaddan, Bunnanadden, Co. Sligo",standard,2022-02-06,90000,2,1,Bungalow,Buy,,-8.623415,54.045831,6479,Nigel Dineen/Martin Finn Auctioneers,Nigel Dineen/Martin Finn Auctioneers,UNBRANDED_AGENT,12.0,False,False,False,G,0
3465252,"134 Rusheen Árd, Caltragh, Sligo, Co. Sligo",standard,2021-12-10,239000,4,3,Semi-D,Buy,111.0,-8.471816,54.258343,1424,Sean O'Boyle,Sean O'Boyle Auctioneers & Valuers Ltd.,BRANDED_AGENT,21.0,True,False,False,B3,0
3474432,"Kiltycahill, Sligo, Co. Sligo",standard,2022-02-04,699000,4,4,Detached,Buy,300.0,-8.410702,54.272705,4362,Jonathan McGoldrick MIPAV MCEI,O'Sullivan McGoldrick Property Plus,UNBRANDED_AGENT,26.0,True,False,False,B3,0
3473139,"Mullaun, Cloonacool, Co. Sligo",standard,2022-02-07,160000,4,3,Detached,Buy,202.0,-8.783588369930271,54.095497692366024,3253,Eamon Scanlon,E & M Scanlon Auctioneers & Estate Agents Ltd,UNBRANDED_AGENT,33.0,False,False,False,A2,0
3467452,"Traditional Cottage on 3.5 Acres, Ballintogher, Co. Sligo",standard,2021-11-27,45000,2,1,Detached,Buy,,-8.333356800874327,54.16229899804412,5205475,Private User,private,PRIVATE_USER,17.0,False,False,False,SI_666,0
3466647,"9 Silverhill, Ballisodare, Co. Sligo",standard,2021-07-16,165000,4,1,Terrace,Buy,107.0,-8.515918,54.210971,3539,Clarke Auctioneers,Gerard Clarke & Sons,UNBRANDED_AGENT,21.0,False,False,False,D2,0
3460928,"Knockgrania, Bunnanadden, Co. Sligo",standard,2021-11-18,75000,3,1,Detached,Buy,98.0,-8.569668,54.025371,3737,John Murphy,Murphy & Son Auctioneers Ltd,UNBRANDED_AGENT,11.0,False,False,False,G,0
3432559,"200 River Road, Cartron, Sligo, Co. Sligo",standard,2021-12-10,145000,3,2,Semi-D,Buy,109.0,-8.485054,54.280952,1424,Sean O'Boyle,Sean O'Boyle Auctioneers & Valuers Ltd.,BRANDED_AGENT,19.0,False,False,False,F,0
3216427,"Lough Gara Lodge, Monasteraden, Co. Sligo",standard,2022-02-07,325000,8,9,Detached,Buy,500.0,-8.49763971630864,53.94347952013997,333651,Ivan Campbell,private,PRIVATE_USER,32.0,False,False,False,C1,0
3227413,"5 An Sean Bhaile, Bellaghy, Bellaghy, Co. Sligo",standard,2022-02-07,105000,2,2,Apartment,Buy,,-8.794459,53.967336,5955,Brendan Kenny,Connaught Property,UNBRANDED_AGENT,14.0,False,False,False,C3,0
3191580,"The Lane, Rathlee, Co. Sligo",standard,2021-12-11,399000,6,4,Bungalow,Buy,280.0,-9.014547676078763,54.270058942923384,574561,Eamonn Ryan,private,PRIVATE_USER,21.0,False,False,False,B3,0
3200118,"Apartment 1, Fishermans Wharf, Sligo, Co. Sligo",standard,2022-02-04,99000,2,1,Apartment,Buy,60.0,-8.475489,54.273267,1227,Tommy Breheny,Oates Breheny Group,BRANDED_AGENT,4.0,False,False,False,E1,0
2837215,"Ballymote Road, Tubbercurry, Co. Sligo",standard,2021-06-10,225000,6,6,Detached,Buy,200.0,-8.723222,54.052386,3737,John Murphy,Murphy & Son Auctioneers Ltd,UNBRANDED_AGENT,15.0,True,False,False,D2,0
2746999,"8 Owenmore Paddock, Ballinacarrow, Co. Sligo",standard,2020-11-28,85000,4,1,End of Terrace,Buy,,-8.561919,54.133152,9463,Tom Fox,Tom Fox,UNBRANDED_AGENT,1.0,False,False,False,SI_666,0
1531045,"Emmet Street, Tubbercurry, Co. Sligo",standard,2022-02-07,53500,1,2,Terrace,Buy,,-8.728201,54.053962,5955,Brendan Kenny,Connaught Property,UNBRANDED_AGENT,5.0,False,False,False,XXX,0
30348,"Humbert Street, Tubbercurry, Co. Sligo",standard,2021-12-13,60000,3,1,Terrace,Buy,,-8.729179501533508,54.05478402582016,3737,John Murphy,Murphy & Son Auctioneers Ltd,UNBRANDED_AGENT,5.0,False,False,False,G,0
3422906,"Emerald Cottages, Off Grand Canal Street Upper, Dublin 4",basic,2022-02-07,950000,3,1,Houses,New Homes,,-6.2360975969021695,53.33820099768147,6498,Owen Reilly.,Owen Reilly,UNBRANDED_AGENT,22.0,False,True,False,A2,0
3557622,"Bower Hill, Bower Hill, Athlone, Co. Westmeath",basic,2021-11-05,310000,3,1,Houses,New Homes,,-7.924643,53.42291,2198,Helena Kenny,Sherry FitzGerald O'Meara,BRANDED_AGENT,0.0,False,False,False,XXX,0
3549872,"The Sheldon, The Gallops, Clonee, Dublin 15, Clonee, Dublin 15",basic,2022-02-01,925000,5,1,Houses,New Homes,,-6.44499251961426,53.400965362577324,7490,John Newcombe MIPAV 002173,Newcombe Estates,BRANDED_AGENT,9.0,True,False,False,A2,0
3548817,"Curryhills, Prosperous, Co. Kildare",basic,2021-11-15,420000,4,1,Houses,New Homes,,-6.751223321450482,53.28715425109007,664,Gero Gannon M.I.P.A.V.,Sherry FitzGerald Reilly,BRANDED_AGENT,4.0,False,False,False,A2,0
3543554,"Coolkellure , Lehenaghmore, Co. Cork",basic,2022-02-07,549950,4,1,Houses,New Homes,,-8.486073080723884,51.86437069263758,7811,Philip - 085 2574118,New Homes Direct,BRANDED_AGENT,3.0,False,False,False,A3,0
3536331,"The Gaels' Rest, The Gaels' Rest, Clonattin Road, Gorey, Co. Wexford",basic,2022-02-07,370000,4,1,Houses,New Homes,,-6.279982,52.677624,3255,Damien McCaul,Sherry FitzGerald O'Leary Kinsella,BRANDED_AGENT,3.0,False,False,False,A2,0
3514397,"Lighthouse View, Cahersiveen, Cahersiveen, Co. Kerry",basic,2022-01-14,300000,4,1,Houses,New Homes,,-10.235446977674712,51.93519719973591,2933,Seamus Fitzgerald,Fitzgerald & O'Connor D.A.C,UNBRANDED_AGENT,23.0,False,False,False,XXX,0
3496837,"Rossbrin, Detached, Executive Styled Homes, Little Island, Co. Cork",basic,2021-11-29,469950,4,1,Houses,New Homes,,-8.333917232299399,51.90112719352382,7811,Philip - 085 2574118,New Homes Direct,BRANDED_AGENT,13.0,False,False,False,A3,0
3423109,"Rosehill Court , Kilkenny, Co. Kilkenny",basic,2022-01-26,340000,3,1,Houses,New Homes,,-7.248005374841714,52.653466836705974,2743,Sales Team,DNG Ella Dunphy,BRANDED_AGENT,4.0,False,False,False,A2,0
3435811,"Sli Na Coille, Belturbet, Co. Cavan",basic,2022-02-07,250000,3,1,Houses,New Homes,,-7.457050578212062,54.10004665320943,6396,Val McCaul,Terry Hyland Estate Agents,UNBRANDED_AGENT,27.0,False,False,False,A2,0
3474268,"Loughvella, Ennis, Co. Clare",basic,2022-02-02,475000,5,1,Houses,New Homes,,-9.009456353001667,52.85326721069856,3242,Douglas Hurley,DNG O'Sullivan Hurley Property & Financial Services,BRANDED_AGENT,8.0,False,False,False,XXX,0
3205358,"Silverbrook, Silverbrook, Arden Road, Tullamore, Co. Offaly",basic,2022-02-07,354900,4,1,Houses,New Homes,,-7.497028,53.293296,2811,Hilary Hamill,Sherry FitzGerald Lewis Hamill,BRANDED_AGENT,16.0,False,False,False,A3,0
1401313,"Lansdowne Place, Ballsbridge, Dublin 4",premium,2022-02-07,800000,1,2,Apartment,New Homes,,-6.232123360543824,53.33341743627248,2619,Beverly Ensor,Savills Molesworth Street,BRANDED_AGENT,18.0,False,False,False,A2,0
